[JUNCTIONS]
;;Name           Elevation  MaxDepth   InitDepth  SurDepth   Aponded   
;;-------------- ---------- ---------- ---------- ---------- ----------
2055             586.46     33.9       0          0          0         
2065             590.86     37.6       0          0          0         
2070             593.36     40         0          0          0         
2075             596.06     38.9       0          0          0         
2080             597.06     40.2       0          0          0         
21000            568.79     55.97      0          0          0         
2120             567.86     21.2       0          0          0         
;CDM Add 3/2012
2121             568.28     34.9       0          0          0         
;CDM Rev 3/2012 est invert
2125             569.34     30.6       0          0          0         
2141             571.36     38.8       0          0          0         
2142             571.76     41         0          0          0         
;ASI rev 3-09 *ASI rev 3-09
2145             572.46     48         0          0          0         
21450            572.46     48         0          0          0         
;ASI rev 3-09
214515           599.02     21.94      0          0          0         
21453            572.46     48         0          0          0         
21454            572.46     48         0          0          0         
2150             574.76     68         0          0          0         
2155             575.26     54.5       0          0          0         
2165             577.16     56.6       0          0          0         
2170             578.86     55         0          0          0         
21700            578.76     55.1       0          0          0         
21703            578.81     55.05      0          0          0         
21704            578.81     55.05      0          0          0         
2180             579.26     56.6       0          0          0         
2185             585.26     52.5       0          0          0         
21850            585.21     52.55      0          0          0         
21852            585.16     52.6       0          0          0         
21853            582.86     54.9       0          0          0         
21854            581.06     56.7       0          0          0         
21859            585.21     52.55      0          0          0         
2190             586.66     52.5       0          0          0         
2195             591.36     45.6       0          0          0         
21950            591.26     49.4       0          0          0         
21951            589.86     47.4       0          0          0         
21953            591.31     45.65      0          0          0         
21954            591.31     45.65      0          0          0         
2198             593.06     47.6       0          0          0         
2201             596.56     47.7       0          0          0         
2205             598.16     46.2       0          0          0         
2210             599.06     44.9       0          0          0         
2215             602.96     41.5       0          0          0         
2220             605.86     39.2       0          0          0         
22201            603.86     41.2       0          0          0         
22202            603.76     41.3       0          0          0         
22203            603.81     41.25      0          0          0         
22204            603.81     41.25      0          0          0         
2225             607.26     42.5       0          0          0         
2240             611.16     42.1       0          0          0         
2245             614.16     44.5       0          0          0         
2305             597.88     23.98      0          0          0         
23051            597.86     24         0          0          0         
2310             598.76     24.8       0          0          0         
2320             600.56     28.2       0          0          0         
2325             601.56     26.2       0          0          0         
2330             601.76     25.6       0          0          0         
2335             602.56     27.8       0          0          0         
;CDM Rev 3/2012 (23550 -> 2351 dup id)
2351             604.66     27         0          0          0         
23553            604.71     26.95      0          0          0         
23554            604.71     26.95      0          0          0         
2360             606.46     26.1       0          0          0         
2365             607.66     26.9       0          0          0         
2370             608.76     27.8       0          0          0         
2375             610.26     27.9       0          0          0         
2380             611.46     26         0          0          0         
2385             612.76     26.6       0          0          0         
2387             618.26     22.7       0          0          0         
2391             622.86     27.9       0          0          0         
2393             627.46     29.3       0          0          0         
2395             629.06     27.7       0          0          0         
2396             629.96     29.1       0          0          0         
2405             597.16     25.1       0          0          0         
24051            597.06     25.2       0          0          0         
2410             595.66     26.6       0          0          0         
2420             595.06     28.2       0          0          0         
2425             594.46     28.8       0          0          0         
2430             593.16     35.6       0          0          0         
2435             591.86     34.9       0          0          0         
2445             591.16     38.6       0          0          0         
2450             590.56     38.7       0          0          0         
2455             589.76     40         0          0          0         
2501             595.36     25.4       0          0          0         
2506             596.86     28.5       0          0          0         
2507             597.66     26.3       0          0          0         
2510             599.36     27.9       0          0          0         
2515             603.06     25.4       0          0          0         
2525             607.56     23.4       0          0          0         
25250            604.56     22.9       0          0          0         
25251            604.46     22.3       0          0          0         
25253            604.51     22.95      0          0          0         
25254            604.51     22.95      0          0          0         
2535             610.76     24         0          0          0         
2545             612.86     25         0          0          0         
2550             615.26     25.5       0          0          0         
25601            588.06     35.7       0          0          0         
2565             588.96     34.8       0          0          0         
2570             590.56     33.8       0          0          0         
2575             590.76     34.6       0          0          0         
2585             593.66     30.2       0          0          0         
2590             594.66     28.8       0          0          0         
2595             595.66     28.5       0          0          0         
2600             598.36     26.4       0          0          0         
2610             602.76     24         0          0          0         
2701             566.26     38.5       0          0          0         
2702             566.06     53.7       0          0          0         
;Start of input data of Leib facility (date: 06-20-2001) *
;G.S elev. was changed from 113.2 to 130 (Leib)
2710             572.16     37.6       0          0          0         
2711             563.16     35.6       0          0          0         
2712             573.76     46         0          0          0         
2717             572.26     44.5       0          0          0         
2719             569.36     26.4       0          0          0         
2720             574.76     45.3       0          0          0         
2721             574.26     44.5       0          0          0         
2722             573.76     46         0          0          0         
;* McDougal Outfall And Reg. Removed (9/17/96)  ***Adair
;Trunk Sewer Addition 9/08 Trunk Sewer
2725             575.16     43.7       0          0          0         
2727             575.76     44.6       0          0          0         
2728             576.36     45.4       0          0          0         
2729             576.96     50.8       0          0          0         
2732             578.46     49.3       0          0          0         
2737             579.86     51         0          0          0         
27453            580.81     46.45      0          0          0         
27454            580.81     46.45      0          0          0         
2760             582.86     43.5       0          0          0         
2763             602.66     25.1       0          0          0         
2764             601.06     26.7       0          0          0         
2765             583.46     44.3       0          0          0         
2770             584.86     43         0          0          0         
2775             587.16     43.1       0          0          0         
2780             587.66     41.2       0          0          0         
2805             573.99     44.07      0          0          0         
2810             579.08     38.68      0          0          0         
2812             579.51     38.35      0          0          0         
;CDM Rev 3/2012 Invert
2815             581.19     36.67      0          0          0         
2816             583.46     34.6       0          0          0         
;CDM Add 3/2012
28161            582.31     35.5       0          0          0         
2819             584.66     40.1       0          0          0         
2821             585.96     38.8       0          0          0         
2823             586.76     38         0          0          0         
2824             587.26     37.5       0          0          0         
2827             587.86     37.9       0          0          0         
2829             588.96     37.8       0          0          0         
2831             589.56     38.2       0          0          0         
2833             590.76     38         0          0          0         
2860             573.96     30.8       0          0          0         
2925             568.36     35.8       0          0          0         
2931             573.06     36.7       0          0          0         
2935             576.76     32.3       0          0          0         
2950             581.06     38.7       0          0          0         
2955             581.96     39.8       0          0          0         
2960             583.26     40         0          0          0         
2965             584.36     35.7       0          0          0         
;* Between Pump and Overflow
29910            618.67     7.24       0          0          0         
29934            618.6      6.91       0          0          0         
;Overflow Point to Conner Creek Nodes
29942            617.18     9.93       0          0          0         
29944            616.15     8.06       0          0          0         
29946            615.22     9.19       0          0          0         
29948            614.19     10.12      0          0          0         
29950            613.15     9.06       0          0          0         
29952            612.25     10.16      0          0          0         
29954            611.14     10.87      0          0          0         
29958            609.99     13.22      0          0          0         
29960            609.89     13.62      0          0          0         
29964            605.34     17.77      0          0          0         
29966            605.19     17.52      0          0          0         
29968            600.61     26.68      0          0          0         
29970            599.7      23.02      0          0          0         
;lowered to avoid steep pipe in discharge (12/2001 pnb)
5005             558.76     31         0          0          0         
;Junction Chamber 1 (Force Main and Gravity Sewer Junction-
;Conner Dewatering System)
5006             569.2      20.56      0          0          0         
;EAST SIDE nodes  * JUN GR_ELEV INVERT Q_INFLOW YO Comments
5007             577.96     11.8       0          0          0         
5030             541.26     39.5       0          0          0         
5040             542.06     39.5       0          0          0         
5050             542.76     39.2       0          0          0         
5060             543.36     36.4       0          0          0         
5110             541.26     36         0          0          0         
5115             543.16     35.3       0          0          0         
5120             544.26     34.5       0          0          0         
;Freud Storm Discharge weir
5216             580.51     16.25      0          0          0         
;Freud Storm Discharge weir
5217             580.51     16.25      0          0          0         
;Freud Storm Discharge weir
5218             580.51     16.25      0          0          0         
;Freud Storm Discharge weir
5219             580.51     16.25      0          0          0         
5242             549.76     29         0          0          0         
5260             566.61     41.15      0          0          0         
52601            567.77     39.99      0          0          0         
5405             545.66     39.9       0          0          0         
5425             554.36     31         0          0          0         
5535             574.06     28.1       0          0          0         
5540             575.66     28.6       0          0          0         
5545             576.66     29.2       0          0          0         
5565             586.96     30         0          0          0         
5570             589.06     35.6       0          0          0         
5605             551.96     36.7       0          0          0         
5610             553.56     36.9       0          0          0         
5620             556.46     38.5       0          0          0         
5625             557.16     35.7       0          0          0         
5630             557.46     34.8       0          0          0         
5635             559.36     37.4       0          0          0         
5640             559.46     37         0          0          0         
5650             560.46     30.8       0          0          0         
5655             562.06     29.5       0          0          0         
5660             563.66     27.5       0          0          0         
5725             568.96     17.8       0          0          0         
5730             573.36     13.4       0          0          0         
600              594.46     23.3       0          0          0         
605              595.26     22.5       0          0          0         
621              597.58     20.18      0          0          0         
630              596.43     23.33      0          0          0         
640              598.35     21.41      0          0          0         
650              600.63     21.13      0          0          0         
660              601.64     18.12      0          0          0         
670              602.43     17.33      0          0          0         
680              603.31     16.45      0          0          0         
690              604        15.76      0          0          0         
;START OF CHANGES DONE FOR BABY CREEK ADDITION OF MORRELL
700              594.02     22.14      0          0          0         
7000             565.56     17.4       0          0          0         
7010             548.96     32.9       0          0          0         
;SUB7013
7011A            575.76     10         0          0          0         
7015             549.76     31.1       0          0          0         
7020             550.06     31.9       0          0          0         
7025             550.16     31.2       0          0          0         
;SUB7040
7040             554.66     24.5       0          0          0         
70412            561.76     24         0          0          0         
70461            561.76     23         0          0          0         
705              591.62     17.74      0          0          0         
7055             562.46     16.9       0          0          0         
710              589.22     20.14      0          0          0         
715              585.62     22.34      0          0          0         
720              582.82     19.74      0          0          0         
725              580.92     21.44      0          0          0         
730              580.39     21.87      0          0          0         
740              578.64     21.82      0          0          0         
745              577.64     19.42      0          0          0         
750              577.03     20.53      0          0          0         
760              576.61     19.35      0          0          0         
765              576.57     19.59      0          0          0         
770              575.97     16.89      0          0          0         
785              575.69     15.07      0          0          0         
795              575.47     12.19      0          0          0         
800              575.03     11.53      0          0          0         
8005             589.66     38.7       0          0          0         
805              574.37     20.79      0          0          0         
RC10600          794.71     40         0          0          0         
RC10630          835.3      40         0          0          0         
RC10650          930.63     40         0          0          0         
RC11000          644.28     10         0          0          0         
RC11003          618.76     10         0          0          0         
RC11011          715.13     40         0          0          0         
RC11031          733.12     10         0          0          0         
RC11035          885.95     20         0          0          0         
RC11039          808.71     20         0          0          0         
RC11051          719.69     10         0          0          0         
RC11063          707.03     40         0          0          0         
RC11075          825.72     10         0          0          0         
RC11081          815.87     20         0          0          0         
RC11093          714.28     40         0          0          0         
RC11185          971.32     20         0          0          0         
RC11187          858.84     20         0          0          0         
RC11188          899.16     40         0          0          0         
RC11215          732.15     40         0          0          0         
RC11220          721.09     40         0          0          0         
RC11225          734.48     40         0          0          0         
RC11230          802.44     40         0          0          0         
;Updated 7/14/00 (Dearborn/remove water pipes)
RC1126           705.42     20         0          0          0         
RC1127           665.76     20         0          0          0         
RC1127A          657.82     20         0          0          0         
RC1131           708.69     20         0          0          0         
RC11310          769.98     40         0          0          0         
RC1132           666.54     20         0          0          0         
RC11320          799.76     40         0          0          0         
RC1132A          658.11     20         0          0          0         
RC11335          786.42     40         0          0          0         
RC11345          1003.57    40         0          0          0         
RC11535          938.16     40         0          0          0         
RC11545          971.56     40         0          0          0         
RC11550          800.96     40         0          0          0         
RC1156           781.26     20         0          0          0         
RC1157           679.02     20         0          0          0         
RC11570          970.22     40         0          0          0         
RC11571          1086.56    40         0          0          0         
RC1157A          658.57     20         0          0          0         
;revised 9/09
RC11671          729.87     40         0          0          0         
;Belle Isle routing
RC11674          711.24     40         0          0          0         
RC1171           713.26     20         0          0          0         
RC1172           667.68     20         0          0          0         
RC1172A          658.57     40         0          0          0         
RC11731          918.46     40         0          0          0         
RC11781          810.86     40         0          0          0         
RC11782          1135.76    40         0          0          0         
;FLORA
RC11785          714.49     40         0          0          0         
;Oakwood
RC11795          1016.95    40         0          0          0         
;changed inlet to 1952 by PNB 2/7/03
RC11953          774.64     40         0          0          0         
RC12030          847.63     40         0          0          0         
RC12040          785.49     40         0          0          0         
RC12056          895.59     40         0          0          0         
RC12060          750.92     40         0          0          0         
;added by WT 6/10 based on Plan Model and Baseline DCIA
RC12200          1052.56    40         0          0          0         
RC12201          759.16     40         0          0          0         
RC12315          979.53     40         0          0          0         
RC12345          913.56     40         0          0          0         
RC12350          1009.7     40         0          0          0         
RC12355          1091.05    40         0          0          0         
RC12389          989.46     40         0          0          0         
RC12397          877.36     40         0          0          0         
RC12505          962.86     40         0          0          0         
RC12520          907.67     40         0          0          0         
;WT changed parameter 9/01 on TM42.exe
RC12521          751.96     40         0          0          0         
RC12560          940.4      40         0          0          0         
RC12575          1014.81    40         0          0          0         
RC12576          751.06     40         0          0          0         
RC12605          778.76     40         0          0          0         
RC12735          720.85     40         0          0          0         
RC12736          720.65     40         0          0          0         
;revised area 9/15/09
RC12740          904.74     40         0          0          0         
RC12765          840.96     40         0          0          0         
RC12770          742.3      40         0          0          0         
;changed, Meledrum, 11/5/07
RC12805          714.84     40         0          0          0         
RC12810          732.4      40         0          0          0         
RC12812          726.8      40         0          0          0         
RC12817          730.32     40         0          0          0         
RC12836          1052.08    40         0          0          0         
RC12912          742.36     40         0          0          0         
RC12915          772.99     40         0          0          0         
RC12920          823.51     40         0          0          0         
RC12930          821.36     40         0          0          0         
RC12935          953.06     40         0          0          0         
RC12960          761.56     40         0          0          0         
RC12965          836.46     40         0          0          0         
RC12980          921.86     40         0          0          0         
RC15030          812        40         0          0          0         
RC15040          877.54     40         0          0          0         
RC15105          770.45     40         0          0          0         
RC15108          715.46     40         0          0          0         
RC15110          791.56     40         0          0          0         
RC15115          806.96     40         0          0          0         
RC15250          803.06     40         0          0          0         
RC15255          1009.36    40         0          0          0         
RC15415          695.96     40         0          0          0         
RC15420          758.06     40         0          0          0         
RC15510          881.18     40         0          0          0         
RC15530          891.13     40         0          0          0         
RC15555          784.87     40         0          0          0         
RC15615          857.06     40         0          0          0         
RC15710          808.96     40         0          0          0         
RC15729          1067.16    40         0          0          0         
RC15731          751.06     40         0          0          0         
RC15802          759.56     40         0          0          0         
RC17001          764.66     40         0          0          0         
RC17003          1050.96    40         0          0          0         
RC17004          884.06     40         0          0          0         
RC17031          1399.96    40         0          0          0         
RC17041          1294.99    40         0          0          0         
RC17046          921.36     40         0          0          0         
;revised 7/14/00
RC1951           1014.14    40         0          0          0         
;revised 7/14/00
RC19523          823.08     40         0          0          0         
RC19524          709.9      40         0          0          0         
RC19524A         687.26     40         0          0          0         
RC1954           740.99     40         0          0          0         
RC1954A          686.36     40         0          0          0         
RC20600          711.17     40         0          0          0         
RC20600A         694.46     40         0          0          0         
RC20630          721.17     40         0          0          0         
RC20630A         698.35     40         0          0          0         
RC20650          738.96     40         0          0          0         
RC20650A         700.63     40         0          0          0         
RC21000          561.79     10         0          0          0         
RC21000A         545.29     40         0          0          0         
RC21003          574.84     10         0          0          0         
RC21003A         566.06     10         0          0          0         
RC21011          671.2      40         0          0          0         
RC21011A         662.42     40         0          0          0         
RC21031          677.57     20         0          0          0         
RC21031A         666.46     20         0          0          0         
RC21035          712.4      20         0          0          0         
RC21035A         677.69     20         0          0          0         
RC21039          696.62     20         0          0          0         
RC21039A         674.2      20         0          0          0         
RC21051          683.85     10         0          0          0         
RC21051A         676.68     10         0          0          0         
RC21063          672.14     40         0          0          0         
RC21063A         665.16     40         0          0          0         
RC21075          710.15     10         0          0          0         
RC21075A         687.03     20         0          0          0         
RC21081          712.33     20         0          0          0         
RC21081A         691.62     20         0          0          0         
RC21093          679.03     40         0          0          0         
RC21093A         671.98     40         0          0          0         
RC21185          717.31     20         0          0          0         
RC21185A         666.5      20         0          0          0         
RC21187          700.08     20         0          0          0         
RC21187A         668.32     20         0          0          0         
RC21188          722.16     40         0          0          0         
RC21188A         686.76     40         0          0          0         
RC21215          682.41     40         0          0          0         
RC21215A         672.46     40         0          0          0         
RC21220          681.57     40         0          0          0         
RC21220A         673.66     40         0          0          0         
RC21225          688.97     40         0          0          0         
RC21225A         679.86     40         0          0          0         
RC21230          703.54     40         0          0          0         
RC21230A         683.76     40         0          0          0         
RC21310          655.96     40         0          0          0         
RC21310A         633.16     40         0          0          0         
RC21320          705.59     40         0          0          0         
RC21320A         686.76     40         0          0          0         
RC21335          708.04     40         0          0          0         
RC21335A         692.36     40         0          0          0         
RC21345          749.4      40         0          0          0         
RC21345A         698.56     40         0          0          0         
RC21535          732.66     40         0          0          0         
RC21535A         691.56     40         0          0          0         
RC21545          740.56     40         0          0          0         
RC21545A         694.36     40         0          0          0         
RC21550          714.71     40         0          0          0         
RC21550A         697.46     40         0          0          0         
RC21570          746.17     40         0          0          0         
RC21570A         701.36     40         0          0          0         
RC21571          765.56     40         0          0          0         
RC21571A         701.36     40         0          0          0         
RC21601          680.59     40         0          0          0         
RC2160120        685.52     40         0          0          0         
RC2160120A       678.57     40         0          0          0         
RC2160121        689.61     40         0          0          0         
RC2160121A       680.05     40         0          0          0         
RC2160123        688.41     40         0          0          0         
RC2160123A       680.26     40         0          0          0         
RC2160145        702.04     40         0          0          0         
RC2160145A       687.65     40         0          0          0         
RC2160160        711.21     40         0          0          0         
RC2160160A       693.22     40         0          0          0         
RC2160161        717.56     40         0          0          0         
RC2160161A       704.33     40         0          0          0         
RC2160170        688.79     40         0          0          0         
RC2160170A       676.56     40         0          0          0         
RC2160175        689.04     40         0          0          0         
RC2160175A       679.2      40         0          0          0         
RC2160180        699.11     40         0          0          0         
RC2160180A       692.34     40         0          0          0         
RC21601A         671.9      40         0          0          0         
RC21605          672.19     40         0          0          0         
RC2160500        682.52     40         0          0          0         
RC2160500A       674.76     40         0          0          0         
RC2160520        684        40         0          0          0         
RC2160520A       676.36     40         0          0          0         
RC2160530        685.6      40         0          0          0         
RC2160530A       678.59     40         0          0          0         
RC2160540        683.91     40         0          0          0         
RC2160540A       676.8      40         0          0          0         
RC2160555        692.19     40         0          0          0         
RC2160555A       683.16     40         0          0          0         
RC2160570        713.37     40         0          0          0         
RC2160570A       704.82     40         0          0          0         
RC21605A         664.76     40         0          0          0         
RC21609          676.24     40         0          0          0         
RC2160900        683.45     40         0          0          0         
RC2160900A       675.76     40         0          0          0         
RC2160910        678.67     40         0          0          0         
RC2160910A       670.85     40         0          0          0         
RC21609A         670.16     40         0          0          0         
RC21613          681.39     40         0          0          0         
RC2161300        687.45     40         0          0          0         
RC2161300A       677.46     40         0          0          0         
RC2161330        686.98     40         0          0          0         
RC2161330A       679.76     40         0          0          0         
RC2161360        706.19     40         0          0          0         
RC2161360A       693.96     40         0          0          0         
RC2161370        710.62     40         0          0          0         
RC2161370A       700.66     40         0          0          0         
RC2161380        717.42     40         0          0          0         
RC2161380A       701.56     40         0          0          0         
RC2161385        713.11     40         0          0          0         
RC2161385A       706.46     40         0          0          0         
RC21613A         674.96     40         0          0          0         
RC2161420        683.37     40         0          0          0         
RC2161420A       675.69     40         0          0          0         
RC2161430        696.87     40         0          0          0         
RC2161430A       688.36     40         0          0          0         
RC2161460        709.87     40         0          0          0         
RC2161460A       699.36     40         0          0          0         
RC2161710        679.27     40         0          0          0         
RC2161710A       672.95     40         0          0          0         
RC2161716        701.2      40         0          0          0         
RC2161716A       694.37     40         0          0          0         
RC2161722        712.77     40         0          0          0         
RC2161722A       702.46     40         0          0          0         
RC2161726        693.78     40         0          0          0         
RC2161726A       683.87     40         0          0          0         
RC2161781        716.22     40         0          0          0         
RC2161781A       700.24     40         0          0          0         
RC2161785        712.62     40         0          0          0         
RC2161785A       692.5      40         0          0          0         
RC2161791        730.71     40         0          0          0         
RC2161791A       703.78     40         0          0          0         
RC2161796        729.37     40         0          0          0         
RC2161796A       698.31     40         0          0          0         
RC21621          677.45     40         0          0          0         
RC216210         672.21     40         0          0          0         
RC216210A        663.84     40         0          0          0         
RC2162110        684.91     40         0          0          0         
RC2162110A       677.3      40         0          0          0         
RC2162120        688.98     40         0          0          0         
RC2162120A       680.86     40         0          0          0         
RC2162135        693        40         0          0          0         
RC2162135A       686.16     40         0          0          0         
RC2162144        691.27     40         0          0          0         
RC2162144A       681.17     40         0          0          0         
RC2162155        710.73     40         0          0          0         
RC2162155A       704.66     40         0          0          0         
RC2162165        713.5      40         0          0          0         
RC2162165A       706.61     40         0          0          0         
RC2162180        690.59     40         0          0          0         
RC2162180A       683.46     40         0          0          0         
RC2162195        706.19     40         0          0          0         
RC2162195A       699.44     40         0          0          0         
RC21621A         670.05     40         0          0          0         
RC2162205        711.64     40         0          0          0         
RC2162205A       703.19     40         0          0          0         
RC2162210        684.92     40         0          0          0         
RC2162210A       677.16     40         0          0          0         
RC2162230        687.6      40         0          0          0         
RC2162230A       680.24     40         0          0          0         
RC2162265        688.94     40         0          0          0         
RC2162265A       682.18     40         0          0          0         
RC21627          685.55     40         0          0          0         
RC2162700        688.03     40         0          0          0         
RC2162700A       680.49     40         0          0          0         
RC2162770        712.24     40         0          0          0         
RC2162770A       704.33     40         0          0          0         
RC21627A         677.56     40         0          0          0         
RC21631          684.95     40         0          0          0         
RC2163100        690.6      40         0          0          0         
RC2163100A       681.34     40         0          0          0         
RC2163126        714.32     40         0          0          0         
RC2163126A       706.86     40         0          0          0         
RC2163140        714.97     40         0          0          0         
RC2163140A       709.92     40         0          0          0         
RC2163186        712.93     40         0          0          0         
RC2163186A       706.66     40         0          0          0         
RC21631A         677.61     40         0          0          0         
RC2163200        716.46     40         0          0          0         
RC2163200A       709.15     40         0          0          0         
RC21635          687.08     40         0          0          0         
RC2163510        685.93     40         0          0          0         
RC2163510A       680.56     40         0          0          0         
RC2163520        689.24     40         0          0          0         
RC2163520A       683.07     40         0          0          0         
RC2163536        714.97     40         0          0          0         
RC2163536A       706.71     40         0          0          0         
RC2163550        719.63     40         0          0          0         
RC2163550A       711.4      40         0          0          0         
RC21635A         678.26     40         0          0          0         
RC21639          630.91     40         0          0          0         
RC2163910        687.73     40         0          0          0         
RC2163910A       680.88     40         0          0          0         
RC21639A         622.31     40         0          0          0         
RC21643          680.01     40         0          0          0         
RC21643A         669.85     40         0          0          0         
RC2164600        698.15     40         0          0          0         
RC2164600A       681.09     40         0          0          0         
RC2164610        697.38     40         0          0          0         
RC2164610A       687.04     40         0          0          0         
RC2164630        704.47     40         0          0          0         
RC2164630A       692.76     40         0          0          0         
RC2164640        707.85     40         0          0          0         
RC2164640A       696.76     40         0          0          0         
RC2164660        710.42     40         0          0          0         
RC2164660A       699.57     40         0          0          0         
RC2164670        710.93     40         0          0          0         
RC2164670A       701.46     40         0          0          0         
RC2164690        712.96     40         0          0          0         
RC2164690A       703.66     40         0          0          0         
RC21647          628.99     40         0          0          0         
RC2164700        699.55     40         0          0          0         
RC2164700A       688.85     40         0          0          0         
RC21647A         621.36     40         0          0          0         
RC21651          682.78     40         0          0          0         
RC21651A         671.04     40         0          0          0         
RC21655          685.81     40         0          0          0         
RC216550         679.82     40         0          0          0         
RC216550A        666.82     40         0          0          0         
RC2165510        695.57     40         0          0          0         
RC2165510A       681.51     40         0          0          0         
RC2165530        720.98     40         0          0          0         
RC2165530A       686.86     40         0          0          0         
RC2165540        714.3      40         0          0          0         
RC2165540A       702.76     40         0          0          0         
RC2165555        703.12     40         0          0          0         
RC2165555A       694.64     40         0          0          0         
RC2165560        705.63     40         0          0          0         
RC2165560A       696.76     40         0          0          0         
RC2165570        707.65     40         0          0          0         
RC2165570A       700.7      40         0          0          0         
RC2165590        708.77     40         0          0          0         
RC2165590A       697.45     40         0          0          0         
RC21655A         673.45     40         0          0          0         
RC2165600        686.47     40         0          0          0         
RC2165600A       670.16     40         0          0          0         
RC2165610        700.87     40         0          0          0         
RC2165610A       680.18     40         0          0          0         
RC2165630        700.02     40         0          0          0         
RC2165630A       690.43     40         0          0          0         
RC2165640        709.77     40         0          0          0         
RC2165640A       702.07     40         0          0          0         
RC21663          679.5      40         0          0          0         
RC2166300        684.22     40         0          0          0         
RC2166300A       676.36     40         0          0          0         
RC2166310        688.5      40         0          0          0         
RC2166310A       679.06     40         0          0          0         
RC2166330        698.71     40         0          0          0         
RC2166330A       691.39     40         0          0          0         
RC2166350        693.88     40         0          0          0         
RC2166350A       685.21     40         0          0          0         
RC21663A         673.56     40         0          0          0         
RC21671          679.74     40         0          0          0         
RC21671A         669.71     40         0          0          0         
RC21674          681.24     40         0          0          0         
RC21674A         675.24     40         0          0          0         
RC21731          705.74     40         0          0          0         
RC21731A         663.19     40         0          0          0         
RC21781          676.61     40         0          0          0         
RC21781A         649.76     40         0          0          0         
RC21782          730.76     40         0          0          0         
RC21782A         649.76     40         0          0          0         
RC21785          668.2      40         0          0          0         
RC21785A         658.94     40         0          0          0         
RC21795          706.79     40         0          0          0         
RC21795A         644.76     40         0          0          0         
RC21953          694.42     40         0          0          0         
RC21953A         678.38     40         0          0          0         
RC22030          699.67     40         0          0          0         
RC22030A         670.07     40         0          0          0         
RC22040          692.45     40         0          0          0         
RC22040A         673.84     40         0          0          0         
RC22056          722.23     40         0          0          0         
RC22056A         687.56     40         0          0          0         
RC22060          699.29     40         0          0          0         
RC22060A         688.96     40         0          0          0         
RC22115          674.98     40         0          0          0         
RC22115A         667.16     40         0          0          0         
RC22140          680.9      40         0          0          0         
RC22140A         670.06     40         0          0          0         
RC2214500        714.99     40         0          0          0         
RC2214500A       700.36     40         0          0          0         
RC22160          701.5      40         0          0          0         
RC22160A         676.46     40         0          0          0         
RC22200          772.81     40         0          0          0         
RC22200A         716.86     40         0          0          0         
RC22201          723.91     40         0          0          0         
RC22201A         716.86     40         0          0          0         
RC22315          745.81     40         0          0          0         
RC22315A         699.06     40         0          0          0         
RC22345          738.81     40         0          0          0         
RC22345A         703.86     40         0          0          0         
RC22350          755.42     40         0          0          0         
RC22350A         704.56     40         0          0          0         
RC22355          769.14     40         0          0          0         
RC22355A         704.76     40         0          0          0         
RC22389          765.21     40         0          0          0         
RC22389A         720.36     40         0          0          0         
RC22397          757.36     40         0          0          0         
RC22397A         733.36     40         0          0          0         
RC22505          740.86     40         0          0          0         
RC22505A         696.46     40         0          0          0         
RC22520          738.16     40         0          0          0         
RC22520A         704.26     40         0          0          0         
RC22521          712.21     40         0          0          0         
RC22521A         704.26     40         0          0          0         
RC22560          721.86     40         0          0          0         
RC22560A         678.15     40         0          0          0         
RC22575          744.77     40         0          0          0         
RC22575A         690.76     40         0          0          0         
RC22576          700.81     40         0          0          0         
RC22576A         690.76     40         0          0          0         
RC22605          714.26     40         0          0          0         
RC22605A         701.36     40         0          0          0         
RC22730          691.27     40         0          0          0         
RC22730A         677.56     40         0          0          0         
RC22735          686.19     40         0          0          0         
RC22735A         679.26     40         0          0          0         
RC22736          686.16     40         0          0          0         
RC22736A         679.26     40         0          0          0         
RC22740          717.76     40         0          0          0         
RC22740A         680.36     40         0          0          0         
RC22765          709.71     40         0          0          0         
RC22765A         683.46     40         0          0          0         
RC22770          694.43     40         0          0          0         
RC22770A         684.86     40         0          0          0         
RC22805          680.8      40         0          0          0         
RC22805A         673.99     40         0          0          0         
RC22810          687.97     40         0          0          0         
RC22810A         679.08     40         0          0          0         
RC22812          687.39     40         0          0          0         
RC22812A         679.51     40         0          0          0         
RC22817          691.86     40         0          0          0         
RC22817A         684.16     40         0          0          0         
RC22836          753.73     40         0          0          0         
RC22836A         694.06     40         0          0          0         
RC22912          671.86     40         0          0          0         
RC22912A         657.76     40         0          0          0         
RC22915          681.49     40         0          0          0         
RC22915A         663.19     40         0          0          0         
RC22920          690.76     40         0          0          0         
RC22920A         664.21     40         0          0          0         
RC22930          698.36     40         0          0          0         
RC22930A         673.76     40         0          0          0         
RC22935          722.81     40         0          0          0         
RC22935A         676.76     40         0          0          0         
RC22960          696.31     40         0          0          0         
RC22960A         683.26     40         0          0          0         
RC22965          709.71     40         0          0          0         
RC22965A         684.36     40         0          0          0         
RC22980          730.61     40         0          0          0         
RC22980A         692.36     40         0          0          0         
RC25030          669.72     40         0          0          0         
RC25030A         641.26     40         0          0          0         
RC25040          681.31     40         0          0          0         
RC25040A         642.06     40         0          0          0         
RC25105          661.71     40         0          0          0         
RC25105A         639.96     40         0          0          0         
RC25108          653.21     40         0          0          0         
RC25108A         640.76     40         0          0          0         
RC25110          666.31     40         0          0          0         
RC25110A         641.26     40         0          0          0         
RC25115          670.46     40         0          0          0         
RC25115A         643.16     40         0          0          0         
RC25250          683.06     40         0          0          0         
